SZ,VZ,VA,LAI,BRF_toc,BRF_toc(NIR),BRF_toa,LAD,NDVI
10,40,18,0.01,0.113576,0.191045,0.108713,0.004976,0.254312736
10,40,18,0.1,0.105522,0.193625,0.102435,0.04976,0.294514068
10,40,18,0.5,0.081893,0.192908,0.085098,0.2488,0.403983246
10,40,18,1,0.062853,0.193065,0.071793,0.4976,0.508803601
10,40,18,2,0.042271,0.191507,0.056346,0.9952,0.638366313
10,40,18,3,0.031616,0.192683,0.049076,1.4928,0.718090584
10,40,18,4,0.026013,0.190549,0.044084,1.9904,0.759763948
10,40,18,5,0.022022,0.189448,0.041949,2.488,0.791724595
10,40,18,6,0.019176,0.188212,0.039482,2.9856,0.815071267
10,40,18,7,0.017763,0.18476,0.038763,3.4832,0.824582887
10,40,36,0.01,0.111907,0.189509,0.107003,0.004976,0.257458131
10,40,36,0.1,0.104719,0.19016,0.101366,0.04976,0.289749355
10,40,36,0.5,0.080633,0.18997,0.083675,0.2488,0.404049475
10,40,36,1,0.061084,0.19095,0.070081,0.4976,0.515271749
10,40,36,2,0.041608,0.188204,0.055311,0.9952,0.637895323
10,40,36,3,0.031088,0.189027,0.048366,1.4928,0.717529473
10,40,36,4,0.024674,0.186539,0.042999,1.9904,0.766359078
10,40,36,5,0.021254,0.184491,0.041189,2.488,0.793394736
10,40,36,6,0.018703,0.184543,0.038904,2.9856,0.815957018
10,40,36,7,0.017108,0.180388,0.038077,3.4832,0.826750922
10,40,54,0.01,0.111831,0.188365,0.106252,0.004976,0.254946768
10,40,54,0.1,0.103033,0.189645,0.099717,0.04976,0.295929315
10,40,54,0.5,0.079899,0.188214,0.082593,0.2488,0.403990109
10,40,54,1,0.060979,0.187745,0.069354,0.4976,0.509665332
10,40,54,2,0.041705,0.184726,0.054831,0.9952,0.631631711
10,40,54,3,0.030435,0.185601,0.047495,1.4928,0.718241404
10,40,54,4,0.023843,0.182248,0.041843,1.9904,0.768616776
10,40,54,5,0.020481,0.179481,0.040159,2.488,0.795151079
10,40,54,6,0.018187,0.180198,0.03797,2.9856,0.816649444
10,40,54,7,0.016514,0.175321,0.037145,3.4832,0.827831209
10,40,72,0.01,0.109904,0.183897,0.104622,0.004976,0.251847339
10,40,72,0.1,0.102931,0.187198,0.098733,0.04976,0.290446663
10,40,72,0.5,0.078332,0.186202,0.080776,0.2488,0.40777367
10,40,72,1,0.060053,0.186201,0.068296,0.4976,0.512267821
10,40,72,2,0.040315,0.181873,0.05324,0.9952,0.637109115
10,40,72,3,0.030176,0.18137,0.046509,1.4928,0.714709803
10,40,72,4,0.023428,0.179432,0.040954,1.9904,0.769022972
10,40,72,5,0.019815,0.175779,0.039383,2.488,0.797386423
10,40,72,6,0.017496,0.173853,0.036886,2.9856,0.817129956
10,40,72,7,0.015589,0.169567,0.035755,3.4832,0.831612262
10,40,90,0.01,0.109131,0.183057,0.103083,0.004976,0.253008337
10,40,90,0.1,0.101241,0.183278,0.097174,0.04976,0.288335753
10,40,90,0.5,0.077987,0.183159,0.0797,0.2488,0.402732571
10,40,90,1,0.059514,0.183374,0.066962,0.4976,0.509946971
10,40,90,2,0.039943,0.179803,0.052412,0.9952,0.636462097
10,40,90,3,0.02904,0.17803,0.045051,1.4928,0.71951514
10,40,90,4,0.022358,0.173494,0.039657,1.9904,0.771684742
10,40,90,5,0.019015,0.17052,0.038171,2.488,0.799351043
10,40,90,6,0.016851,0.168905,0.03587,2.9856,0.818568445
10,40,90,7,0.014973,0.163478,0.034559,3.4832,0.832189228
10,40,108,0.01,0.107879,0.179513,0.101334,0.004976,0.249255372
10,40,108,0.1,0.099702,0.180605,0.095557,0.04976,0.288622831
10,40,108,0.5,0.076828,0.180228,0.078489,0.2488,0.402246981
10,40,108,1,0.057492,0.179446,0.064791,0.4976,0.514708489
10,40,108,2,0.038606,0.177166,0.050997,0.9952,0.642159316
10,40,108,3,0.028083,0.175799,0.043775,1.4928,0.724517123
10,40,108,4,0.022203,0.171761,0.039003,1.9904,0.771060609
10,40,108,5,0.018605,0.166267,0.037194,2.488,0.798725605
10,40,108,6,0.015984,0.164451,0.034657,2.9856,0.822828165
10,40,108,7,0.014391,0.159128,0.033633,3.4832,0.834127675
10,40,126,0.01,0.10724,0.180181,0.100323,0.004976,0.25377756
10,40,126,0.1,0.100004,0.179553,0.095035,0.04976,0.284553776
10,40,126,0.5,0.076281,0.180109,0.077656,0.2488,0.404961192
10,40,126,1,0.057576,0.17879,0.064244,0.4976,0.512823333
10,40,126,2,0.038618,0.173554,0.050501,0.9952,0.635974587
10,40,126,3,0.027787,0.173325,0.043245,1.4928,0.723666415
10,40,126,4,0.021418,0.167532,0.038009,1.9904,0.773294522
10,40,126,5,0.018195,0.163262,0.036374,2.488,0.799456621
10,40,126,6,0.015529,0.161127,0.034068,2.9856,0.824189385
10,40,126,7,0.014,0.155922,0.032841,3.4832,0.835218512
10,40,144,0.01,0.106335,0.17638,0.099422,0.004976,0.247758343
10,40,144,0.1,0.09744,0.176268,0.092991,0.04976,0.288000351
10,40,144,0.5,0.074998,0.177197,0.076231,0.2488,0.40523801
10,40,144,1,0.056669,0.176009,0.063436,0.4976,0.512897653
10,40,144,2,0.037121,0.172716,0.049193,0.9952,0.646192044
10,40,144,3,0.027027,0.170798,0.042568,1.4928,0.726758499
10,40,144,4,0.020545,0.166062,0.037118,1.9904,0.779804616
10,40,144,5,0.01712,0.161024,0.035345,2.488,0.80779594
10,40,144,6,0.014696,0.157243,0.033156,2.9856,0.829055653
