SZ,VZ,VA,LAI,BRF_toc,BRF_toc(NIR),BRF_toa,LAD,NDVI
10,50,144,0.5,0.13385,0.277146,0.117817,0.657,0.348655461
10,50,144,1,0.11646,0.279013,0.106432,1.314,0.411034382
10,50,144,2,0.105229,0.276389,0.098024,2.628,0.448511339
10,50,144,3,0.102844,0.273239,0.096771,3.942,0.453078177
10,50,144,4,0.10171,0.27169,0.095723,5.256,0.455222282
10,50,144,5,0.10062,0.269281,0.095568,6.57,0.455962541
10,50,144,6,0.100092,0.269919,0.094754,7.884,0.458978247
10,50,162,0.01,0.177341,0.271013,0.150883,0.01314,0.208924198
10,50,162,0.1,0.164927,0.273104,0.141911,0.1314,0.246961973
10,50,162,0.5,0.13367,0.275762,0.117586,0.657,0.34704664
10,50,162,1,0.115995,0.277446,0.105891,1.314,0.410356318
10,50,162,2,0.105126,0.273735,0.097702,2.628,0.445041849
10,50,162,3,0.102937,0.271503,0.096353,3.942,0.450181605
10,50,162,4,0.101846,0.269329,0.095607,5.256,0.451223816
10,50,162,5,0.100687,0.267107,0.095218,6.57,0.452481552
10,50,162,6,0.100548,0.267024,0.094841,7.884,0.452907186
10,50,180,0.01,0.177278,0.271029,0.150695,0.01314,0.20912232
10,50,180,0.1,0.16483,0.273125,0.141367,0.1314,0.247274263
10,50,180,0.5,0.133774,0.275263,0.117448,0.657,0.345907583
10,50,180,1,0.116374,0.2767,0.106226,1.314,0.407877397
10,50,180,2,0.105782,0.273469,0.098215,2.628,0.442153086
10,50,180,3,0.102467,0.271006,0.096081,3.942,0.451274925
10,50,180,4,0.101376,0.268598,0.095352,5.256,0.451983112
10,50,180,5,0.100237,0.266641,0.094835,6.57,0.453567671
10,50,180,6,0.100317,0.266563,0.094482,7.884,0.45313454
10,60,0,0.01,0.176062,0.271654,0.150204,0.01314,0.21351035
10,60,0,0.1,0.162448,0.276429,0.14087,0.1314,0.25971058
10,60,0,0.5,0.127169,0.285103,0.114186,0.657,0.383082043
10,60,0,1,0.10813,0.293779,0.104467,1.314,0.461917996
10,60,0,2,0.096233,0.296973,0.096539,2.628,0.510521203
10,60,0,3,0.092927,0.295515,0.094151,3.942,0.521539895
10,60,0,4,0.091707,0.295223,0.093462,5.256,0.525976275
10,60,0,5,0.091202,0.294791,0.092965,6.57,0.527442208
10,60,0,6,0.091157,0.298849,0.092937,7.884,0.532535397
10,60,18,0.01,0.176629,0.272245,0.149898,0.01314,0.213013006
10,60,18,0.1,0.162739,0.276441,0.140299,0.1314,0.258896125
10,60,18,0.5,0.127121,0.285707,0.113767,0.657,0.384145455
10,60,18,1,0.108868,0.295507,0.104103,1.314,0.461549304
10,60,18,2,0.096698,0.298301,0.096362,2.628,0.510388634
10,60,18,3,0.093417,0.294999,0.093934,3.942,0.5189848
10,60,18,4,0.092136,0.296509,0.092836,5.256,0.525860361
10,60,18,5,0.091661,0.293724,0.092622,6.57,0.524314646
10,60,18,6,0.091162,0.297645,0.092294,7.884,0.531068113
10,60,36,0.01,0.175886,0.271515,0.148926,0.01314,0.213743376
10,60,36,0.1,0.162041,0.275062,0.139713,0.1314,0.258568347
10,60,36,0.5,0.126716,0.284936,0.113408,0.657,0.384353775
10,60,36,1,0.107215,0.291386,0.102785,1.314,0.462043497
10,60,36,2,0.095257,0.29638,0.094987,2.628,0.51354443
10,60,36,3,0.092121,0.290817,0.092697,3.942,0.518872507
10,60,36,4,0.091143,0.294451,0.091507,5.256,0.527259242
10,60,36,5,0.090354,0.289954,0.09141,6.57,0.524837763
10,60,36,6,0.090009,0.293923,0.091132,7.884,0.531120094
10,60,54,0.01,0.175049,0.270211,0.147546,0.01314,0.21372232
10,60,54,0.1,0.161333,0.274464,0.138159,0.1314,0.259595637
10,60,54,0.5,0.126847,0.282541,0.113348,0.657,0.380309144
10,60,54,1,0.107618,0.289099,0.103206,1.314,0.457457079
10,60,54,2,0.095018,0.290925,0.094334,2.628,0.507606045
10,60,54,3,0.092576,0.287517,0.092384,3.942,0.512877112
10,60,54,4,0.090948,0.289452,0.091087,5.256,0.521829653
10,60,54,5,0.089744,0.285455,0.090698,6.57,0.521619194
10,60,54,6,0.08946,0.287632,0.090243,7.884,0.525526927
10,60,72,0.01,0.175025,0.269927,0.147574,0.01314,0.213285927
10,60,72,0.1,0.161357,0.274169,0.138204,0.1314,0.25902472
10,60,72,0.5,0.127464,0.280864,0.11354,0.657,0.375678376
10,60,72,1,0.109811,0.287967,0.103634,1.314,0.447877962
10,60,72,2,0.097261,0.289404,0.094941,2.628,0.496923694
10,60,72,3,0.094082,0.28357,0.092121,3.942,0.501752937
10,60,72,4,0.093254,0.284984,0.091227,5.256,0.506903061
10,60,72,5,0.091814,0.282211,0.090722,6.57,0.50904886
10,60,72,6,0.09161,0.282583,0.090491,7.884,0.510359627
10,60,90,0.01,0.174231,0.268992,0.146195,0.01314,0.213799825
10,60,90,0.1,0.160682,0.272715,0.13737,0.1314,0.258499713
10,60,90,0.5,0.125579,0.278425,0.112161,0.657,0.378327937
10,60,90,1,0.107011,0.283153,0.101938,1.314,0.451456311
10,60,90,2,0.094815,0.284256,0.092633,2.628,0.499750706
10,60,90,3,0.091157,0.277482,0.090028,3.942,0.505440282
10,60,90,4,0.090319,0.278052,0.08906,5.256,0.509630237
10,60,90,5,0.089913,0.276903,0.089503,6.57,0.509765114
10,60,90,6,0.08956,0.275537,0.089033,7.884,0.509390655
10,60,108,0.01,0.173764,0.268262,0.146439,0.01314,0.213783805
10,60,108,0.1,0.1597,0.271533,0.136872,0.1314,0.259333122
10,60,108,0.5,0.123728,0.277047,0.111336,0.657,0.382556297
10,60,108,1,0.105151,0.281079,0.100696,1.314,0.455500608
10,60,108,2,0.09205,0.279465,0.090818,2.628,0.504461462
10,60,108,3,0.088978,0.273051,0.088778,3.942,0.508448218
10,60,108,4,0.087871,0.272816,0.087407,5.256,0.512757599
10,60,108,5,0.087288,0.272522,0.087564,6.57,0.514810594
10,60,108,6,0.086858,0.270662,0.087152,7.884,0.514108302
10,60,126,0.01,0.173491,0.267028,0.145752,0.01314,0.212333634
10,60,126,0.1,0.159513,0.270969,0.136674,0.1314,0.25890978
10,60,126,0.5,0.124748,0.277787,0.111911,0.657,0.380188058
10,60,126,1,0.105494,0.280531,0.1006,1.314,0.453434363
10,60,126,2,0.093069,0.278653,0.091221,2.628,0.499254819
10,60,126,3,0.090332,0.273109,0.089906,3.942,0.502906937
10,60,126,4,0.089147,0.270869,0.088887,5.256,0.5047609
10,60,126,5,0.087986,0.26913,0.088724,6.57,0.507241345
10,60,126,6,0.087913,0.270759,0.08815,7.884,0.5097861
10,60,144,0.01,0.173405,0.267044,0.145835,0.01314,0.212598962
10,60,144,0.1,0.159715,0.270866,0.136652,0.1314,0.258141906
10,60,144,0.5,0.125651,0.276924,0.111798,0.657,0.375763522
10,60,144,1,0.105881,0.281182,0.100467,1.314,0.452900432
10,60,144,2,0.093423,0.277474,0.091705,2.628,0.496232108
10,60,144,3,0.091132,0.27325,0.090389,3.942,0.499799661
10,60,144,4,0.089626,0.269885,0.089444,5.256,0.501400513
10,60,144,5,0.088521,0.265537,0.089355,6.57,0.499963283
10,60,144,6,0.088182,0.267662,0.088724,7.884,0.504378323
10,60,162,0.01,0.173561,0.266764,0.146184,0.01314,0.211668654
10,60,162,0.1,0.159756,0.269763,0.136851,0.1314,0.256116726
10,60,162,0.5,0.124455,0.275,0.111559,0.657,0.376875994
10,60,162,1,0.105342,0.277583,0.099728,1.314,0.449803486
